TOKEN_ID,rarity,last_sale_price,counts
8501,344.695803182859,0.2,1.0
8502,316.9430948874814,0.2,1.0
8503,670.3605687818515,0.2,1.0
8504,335.49631538061016,1.6,5.0
8505,348.7073799291545,0.171,3.0
8506,205.5882833773864,0.27,2.0
8507,333.1513488813923,0.38,1.0
8508,354.6680568547615,0.3294,2.0
8509,202.42947424842805,0.695,2.0
8510,378.90654489302256,0.06,3.0
8511,632.1421633932941,4.6969,2.0
8512,352.3656756234795,0.38,1.0
8513,319.9552833248449,0.75,1.0
8515,273.5041704189424,0.4,3.0
8516,181.9111860446827,1.0,2.0
8517,343.7992087484188,0.29,3.0
8518,305.9147086723204,0.75,1.0
8519,344.45173961080866,0.6,2.0
8520,348.0746914302737,1.88,2.0
8521,327.615137657569,0.25,6.0
8522,336.7285774960915,0.195,4.0
8523,360.53871755871546,1.85,3.0
8524,337.4921677500788,0.179,2.0
8525,306.37463511745995,1.6,4.0
8526,345.4718922663365,0.243,1.0
8527,379.2684094506521,0.15,3.0
8528,238.88512701905765,0.21,3.0
8529,331.30591552226053,0.72,2.0
8530,369.50775267050943,0.1789,2.0
8531,338.4332926569334,0.55,7.0
8532,207.02605655429002,0.249,2.0
8533,328.8543160528807,0.723,6.0
8534,362.78196012540155,0.169,1.0
8535,348.9765046393421,0.169,1.0
8536,370.6969985916811,0.75,3.0
8537,215.1220136975831,1.7,3.0
8538,335.52634446575837,0.35,1.0
8539,629.3806504825321,0.25,1.0
8543,330.7871239874337,1.75,1.0
8547,651.6424355591743,0.5,1.0
8548,168.0870619913054,0.4,1.0
8549,628.5269795441868,0.23,2.0
8554,207.08303057019185,1.66,5.0
8555,322.231279984949,0.55,2.0
8556,353.7222685650338,0.179,1.0
8557,644.2393221731809,0.25,4.0
8558,192.24448814344242,0.175,1.0
8559,356.09303961650045,0.175,2.0
8560,167.0890516573309,0.175,2.0
8561,223.47719747126126,0.175,3.0
8562,361.822190256864,0.175,1.0
8563,308.0892031435488,0.43,2.0
8564,341.22748743334284,0.55,2.0
8565,295.16527961662763,0.4,1.0
8566,323.75321741941485,1.595,4.0
8567,404.53751170196756,3.0,1.0
8568,318.0830079694402,0.42,5.0
8569,349.8167663875027,0.7,2.0
8570,390.03672694625305,1.0,2.0
8571,572.1873278598132,0.17,3.0
8572,325.02640031365394,0.43,2.0
8573,334.4199957220832,1.5,3.0
8574,373.03603689840946,0.55,2.0
8575,185.70289484144706,0.33,1.0
8576,184.29067042305854,0.299,2.0
8577,366.2391461990423,0.485,1.0
8578,355.2480773642035,0.485,1.0
8579,355.4676665100861,0.435,2.0
8580,236.01156380066683,0.8,4.0
8581,209.81073903736097,4.32,5.0
8582,178.62433409749565,1.499,4.0
8583,416.32699537044107,2.5,3.0
8584,207.08303057019185,0.869,2.0
8586,362.3855009528521,0.31,1.0
8587,315.6171949698342,0.8,1.0
8589,320.5836339927962,0.18,2.0
8590,310.7728613126638,0.2499,1.0
8591,303.1828893550919,0.66,1.0
8592,382.4268520636217,0.42,2.0
8593,328.2070926102764,0.75,5.0
8594,327.0726928481721,1.449,2.0
8595,319.46436405234175,1.649,5.0
8596,325.46866505122256,0.348,2.0
8597,371.7850584257206,0.183,6.0
8598,385.6106521803232,0.35,1.0
8599,364.3564849696643,0.5,2.0
8600,376.82749406479206,0.25,2.0
8401,348.5503873558665,0.18,1.0
8402,344.20079101523197,1.93,3.0
8403,191.3487276635983,0.5,2.0
8404,191.01761883333867,1.99,6.0
8405,330.5292052546745,0.6769,2.0
8406,216.9543508592805,0.22,2.0
8407,236.69034408471026,0.44,2.0
8408,353.71371491955983,1.3988,8.0
8409,205.5882833773864,0.202,2.0
8410,361.5864609014424,0.5678,2.0
8411,345.82590207903615,0.25,2.0
8412,355.00109834491076,0.265,2.0
8413,352.9898069499027,0.2,1.0
8414,623.2392090291598,3.99,2.0
8415,566.2604652047816,0.65,1.0
8416,378.4872164270991,0.35,1.0
8417,554.0014703753491,1.3,2.0
8418,361.32430451878565,0.5678,2.0
8419,204.24642824049204,0.1499,2.0
8424,594.7984590483804,3.69,2.0
8425,345.15908989475696,0.45,1.0
8426,352.1739281649323,0.18,1.0
8427,344.43650245792,2.5,6.0
8428,351.19996430690173,1.5,5.0
8429,365.60987542945924,0.19,1.0
